,Clinical Trial Drug Name,DrugBank Drug Name,Match Score,First Approval Date,Highest Development Phase
5843,perflutren lipid microsphere,perflutren,100.0,2001.0,4.0
5850,iohexol,iohexol,100.0,1985.0,4.0
5859,luvadaxistat,luvadaxistat,100.0,,2.0
5863,temoporfin,temoporfin,100.0,2001.0,4.0
5867,ergocalciferol,ergocalciferol,100.0,1941.0,4.0
5870,aramchol free acid tablet,aramchol,100.0,,3.0
5877,rivoceranib,rivoceranib,100.0,,3.0
5881,mirvetuximab soravtansine,mirvetuximab,100.0,2022.0,4.0
5887,linagliptin,linagliptin,100.0,,
5888,econazole nitrate foam,econazole,100.0,1982.0,4.0
5919,cenerimod,cenerimod,100.0,,3.0
5933,oral cabotegravir (cab),cabotegravir,100.0,2021.0,4.0
5945,dronedarone (sr33589),dronedarone,100.0,2009.0,4.0
5950,gemfibrozil,gemfibrozil,100.0,1981.0,4.0
5954,midomafetamine,midomafetamine,100.0,,3.0
5964,mezigdomide,mezigdomide,100.0,,3.0
5967,bl-1020,bl-1020,100.0,,2.0
5983,vidofludimus calcium,vidofludimus,100.0,,3.0
6002,ficlatuzumab,ficlatuzumab,100.0,,2.0
6010,monocyte derived dcs loaded with krn7000,krn-7000,93.33333333333333,,
6013,entospletinib,entospletinib,100.0,,3.0
6023,abbv-cls-7262,abbv-cls-7262,100.0,,2.0
6041,zidovudine,zidovudine,100.0,,
6042,edp1815,edp1815,100.0,,
6049,danazol,danazol,100.0,1976.0,4.0
6067,vosaroxin,vosaroxin,100.0,,3.0
6068,pindolol,pindolol,100.0,,
6069,dantrolene,dantrolene,100.0,1974.0,4.0
6076,capivasertib,capivasertib,100.0,2023.0,4.0
6086,hsk3486,hsk-3486,93.33333333333333,,3.0
6105,apitegromab,apitegromab,100.0,,3.0
6111,aprocitentan 12.,aprocitentan,100.0,,3.0
6136,uproleselan,uproleselan,100.0,,3.0
6147,chlorambucil,chlorambucil,100.0,1957.0,4.0
6175,sibutramine,sibutramine,100.0,1997.0,4.0
6187,10ppm oral silver particle,silver,100.0,,4.0
6202,tezacitabine (fmdc),tezacitabine,100.0,,2.0
6205,pepinemab + pembrolizumab,pepinemab,100.0,,2.0
6212,oleclumab,oleclumab,100.0,,3.0
6216,lemborexant,lemborexant,100.0,2020.0,4.0
6222,davunetide,davunetide,100.0,,2.0
6223,ibandronate [bonviva/boniva],ibandronate,100.0,2003.0,4.0
6231,stage 1 active methylenedioxymethamphetamine,methylenedioxyethamphetamine,98.24561403508771,,
6238,cilofexor,cilofexor,100.0,,3.0
6249,fostemsavir,fostemsavir,100.0,2020.0,4.0
6255,lobeline,lobeline,100.0,,
6257,ubrogepant,ubrogepant,100.0,2019.0,4.0
6274,linifanib,linifanib,100.0,,
6293,orticumab,orticumab,100.0,,2.0
6310,ganciclovir,ganciclovir,100.0,1989.0,4.0
6319,valdecoxib,valdecoxib,100.0,2001.0,4.0
6321,cpo107,cpo-107,92.3076923076923,,
6323,darunavir  oad,darunavir,100.0,2006.0,4.0
6328,vilaprisan (bay1002670),vilaprisan,100.0,,3.0
6329,rapa-201 autologous t cells,rapa-201,100.0,,
6333,patritumab,patritumab,100.0,,3.0
6336,pf-05180999,pf-05180999,100.0,,1.0
6339,histamine,histamine,100.0,2008.0,4.0
6342,ibalizumab,ibalizumab,100.0,2018.0,4.0
6376,savolitinib,savolitinib,100.0,,3.0
6377,umeclidinium,umeclidinium,100.0,2013.0,4.0
6387,etaracizumab,etaracizumab,100.0,,2.0
6399,rufinamide,rufinamide,100.0,2007.0,4.0
6402,reslizumab,reslizumab,100.0,2016.0,4.0
6409,alpelisib,alpelisib,100.0,2019.0,4.0
6420,seltorexant,seltorexant,100.0,,
6423,neomycin,neomycin,100.0,,
6424,hymecromone (h01),hymecromone,100.0,,2.0
6432,sunobinop,sunobinop,100.0,,2.0
6439,mavrilimumab,mavrilimumab,100.0,,2.0
6441,nitazoxanide,nitazoxanide,100.0,2002.0,4.0
6448,etomidate () or midazolam (),etomidate,100.0,1982.0,4.0
6460,trabedersen,trabedersen,100.0,,3.0
6477,citrate-free mirikizumab,mirikizumab,100.0,2023.0,4.0
6478,dordaviprone (onc201),dordaviprone,100.0,,3.0
6479,bq-788,bq-788,100.0,,2.0
6488,xl019,xl019,100.0,,
6492,tositumomab,tositumomab,100.0,2003.0,4.0
6497,glecaprevir + pibrentasvir pediatric formulation,glecaprevir,100.0,2017.0,4.0
6508,herpes zoster vaccine gsk1437173a,hepes,90.9090909090909,,
6515,tak-593,tak-593,100.0,,1.0
6519,ubenimex,ubenimex,100.0,,2.0
6523,mrx0518,mrx0518,100.0,,
6538,delafloxacin,delafloxacin,100.0,2017.0,4.0
6539,fitusiran (sar439774),fitusiran,100.0,,3.0
6543,galcanezumab,galcanezumab,100.0,2018.0,4.0
6545,galidesivir,galidesivir,100.0,,
6547,phe885,phe885,100.0,,
6560,mexiletine,mexiletine,100.0,1985.0,4.0
6561,remimazolam,remimazolam,100.0,2020.0,4.0
6562,tr-701 fa with tyramine,tyramine,100.0,,3.0
6565,oglemilast,oglemilast,100.0,,2.0
6571,grn163l in combination with trastuzumab,grn163l,100.0,,3.0
6576,zagotenemab,zagotenemab,100.0,,2.0
6582,ponesimod,ponesimod,100.0,2021.0,4.0
6583,gdc-0349,gdc-0349,100.0,,
6593,cenderitide,cenderitide,100.0,,2.0
6603,tobramycin solution for inhalation (tobi),tobramycin,100.0,1975.0,4.0
6621,nalbuphine hcl er,nalbuphine,100.0,,4.0
6623,minnelide,minnelide,100.0,,2.0
6624,rice,rice,100.0,,-1.0
6626,visilizumab,visilizumab,100.0,,3.0
6629,s-777469,s-777469,100.0,,2.0
6644,investigational agent: vl-2397,vl-2397,100.0,,
6662,obeldesivir,obeldesivir,100.0,,3.0
6664,laronidase,laronidase,100.0,2003.0,4.0
6671,fosfomycin disodium,fosfomycin,100.0,1996.0,4.0
6679,dotarem (gadoterate meglumine),meglumine,94.73684210526316,1985.0,4.0
6682,rubitecan,rubitecan,100.0,,3.0
6685,trabodenoson  bid,trabodenoson,100.0,,3.0
6694,bms-986189,bms-986158,90.0,,1.0
6698,ispinesib,ispinesib,100.0,,2.0
6699,gatifloxacin  eye drops,gatifloxacin,100.0,1999.0,4.0
6705,malg (malathion) treatment,malathion,90.0,1982.0,4.0
6707,clesrovimab,clesrovimab,100.0,,3.0
6723,lonapegsomatropin,lonapegsomatropin,100.0,2021.0,4.0
6734,canfosfamide hydrochloride,canfosfamide,100.0,,3.0
6739,baxdrostat,baxdrostat,100.0,,
6747,n-acetylgalactosamine 4-sulfatase,n-acetylglucosamine,90.0,,2.0
6752,derazantinib low dose range,derazantinib,100.0,,2.0
6763,thr-184,thr-184,100.0,,2.0
6780,procarbazine hydrochloride,procarbazine,100.0,1969.0,4.0
6783,pimasertib capsule (part a),pimasertib,100.0,,2.0
6811,adagrasib,adagrasib,100.0,2022.0,4.0
6820,ulimorelin intravenously (iv),ulimorelin,100.0,,3.0
6824,rivoglitazone,rivoglitazone,100.0,,3.0
6825,ulixertinib,ulixertinib,100.0,,2.0
6853,bucillamine,bucillamine,100.0,,3.0
6865,topical nasal rev131,rev131,100.0,,2.0
6874,elsubrutinib,elsubrutinib,100.0,,2.0
6879,rasburicase,rasburicase,100.0,2001.0,4.0
6903,xanthohumol,xanthohumol,100.0,,
6904,zanamivir,zanamivir,100.0,,
6918,lyo avexitide,avexitide,100.0,,3.0
6920,sun-101  bid eflow (cs) nebulizer,sun-101,100.0,,
6921,pr104,pr-104,90.9090909090909,,1.0
6928,caplacizumab,caplacizumab,100.0,2018.0,4.0
6932,teicoplanin,teicoplanin,100.0,,
6933,nafcillin,nafcillin,100.0,1965.0,4.0
6934,oxacillin,oxacillin,100.0,1971.0,4.0
6935,flucloxacillin,flucloxacillin,100.0,,
6939,topical vaginal application of uc-781 gel,uc-781,100.0,,1.0
6940,filgotinib,filgotinib,100.0,2020.0,4.0
6950,bulevirtide,bulevirtide,100.0,,4.0
6957,linzagolix tablet,linzagolix,100.0,2022.0,4.0
6959,ecraprost in lipid emulsion,ecraprost,100.0,,3.0
6960,mitotane,mitotane,100.0,1970.0,4.0
6966,favipiravir,favipiravir,100.0,,3.0
6975,metolazone  + iv diuretics,metolazone,100.0,1973.0,4.0
6978,burlulipase,burlulipase,100.0,,
6990,giredestrant,giredestrant,100.0,,3.0
7000,sodium ferric gluconate complex in sucrose injection,sucrose,100.0,2000.0,4.0
7001,pimozide,pimozide,100.0,1984.0,4.0
7018,methylprednisone,methylprednisone,100.0,,
7019,elvucitabine,elvucitabine,100.0,,2.0
7023,sar422459,sar422459,100.0,,
7044,glp-1,rglp-1,90.9090909090909,,2.0
7049,esterified estrogens 1. and methyltestosterone 2.,methyltestosterone,100.0,1973.0,4.0
7052,amitriptyline hydrochloride,amitriptyline,100.0,1961.0,4.0
7060,dfv890,dfv890,100.0,,
7072,trihexyphenidyl,trihexyphenidyl,100.0,1949.0,4.0
7074,nitrofurantoin,nitrofurantoin,100.0,1953.0,4.0
7075,evinacumab,evinacumab,100.0,2021.0,4.0
7076,afimoxifene,afimoxifene,100.0,,3.0
7089,stavudine,stavudine,100.0,,
7091,wu-nk-101,wu-nk-101,100.0,,
7103,tecovirimat,tecovirimat,100.0,2018.0,4.0
7118,mechlorethamine,mechlorethamine,100.0,1949.0,4.0
7119,dacomitinib,dacomitinib,100.0,2018.0,4.0
7130,camlipixant,camlipixant,100.0,,3.0
7135,obicetrapib,obicetrapib,100.0,,3.0
7139,acyline,acyline,100.0,,
7142,aminocamptothecin,9-aminocamptothecin,94.44444444444444,,
7152,catridecacog,catridecacog,100.0,2012.0,4.0
7167,osi-461,osi-461,100.0,,2.0
7171,agatolimod sodium,agatolimod,100.0,,3.0
7191,autologous human fibroblasts (azficel-t),azficel-t,90.0,,3.0
7192,pentoxifylline,pentoxifylline,100.0,1984.0,4.0
7196,oxcarbazepine,oxcarbazepine,100.0,2000.0,4.0
7197,tafasitamab,tafasitamab,100.0,2020.0,4.0
7200,ly3023414,ly-3023414,94.73684210526316,,2.0
7201,temodar and o6-benzylguanine,6-o-benzylguanine,90.9090909090909,,3.0
7208,lactulose,lactulose,100.0,1976.0,4.0
7212,disulfiram,disulfiram,100.0,1951.0,4.0
7214,meclizine oral tablet,meclizine,100.0,1957.0,4.0
7225,sirukumab,sirukumab,100.0,,3.0
7228,aurexis® (tefibazumab),tefibazumab,91.66666666666666,,2.0
7232,orvepitant maleate,orvepitant,100.0,,2.0
7239,mosunetuzumab,mosunetuzumab,100.0,2022.0,4.0
7241,tapentadol ir,tapentadol,100.0,2008.0,4.0
7244,brinzolamide  + timolol  eye drops,brinzolamide,100.0,1998.0,4.0
7262,genistein,genistein,100.0,,2.0
7275,solabegron,solabegron,100.0,,-1.0
7278,linoleic acid/oleic acid,oleic acid,90.0,,2.0
7280,berzosertib,berzosertib,100.0,,2.0
7281,fesoterodine,fesoterodine,100.0,2007.0,4.0
7298,osi-7904l,osi-7904l,100.0,,2.0
7316,thyrotropin releasing hormone (trh),thyrotropin,100.0,1953.0,4.0
7341,nv1020,nv1020,100.0,,
7346,cyclobenzaprine,cyclobenzaprine,100.0,1977.0,4.0
7355,ancrod (viprinex),ancrod,100.0,,3.0
7356,isoflurane,isoflurane,100.0,1979.0,4.0
7366,ac430,ac-430,90.9090909090909,,1.0
7367,avenciguat (bi 685509),avenciguat,100.0,,2.0
7387,abt-751,abt-751,100.0,,
7388,titanium dioxide (ti02) microfine  alone (formula rv3131a-mv1209),titanium,100.0,2006.0,4.0
7390,bisoctrizole  alone (formula rv3131a-mv1237),bisoctrizole,100.0,,2.0
7410,recombinant ephb4-hsa fusion protein,sephb4-hsa,94.73684210526316,,2.0
7411,suzetrigine,suzetrigine,100.0,,2.0
7414,gsk2636771,gsk-2636771,95.23809523809523,,2.0
7419,peramivir,peramivir,100.0,2014.0,4.0
7448,gamma tocopherol,tocopherol,100.0,,2.0
7453,acolbifene hydrochloride,acolbifene,100.0,,2.0
7471,lonigutamab,lonigutamab,100.0,,1.0
7472,cad106,cad106,100.0,,2.0
7487,and  clofazimine),clofazimine,95.65217391304348,1986.0,4.0
7501,rhodamine 6g,rhodamine b,90.0,,
7513,tinostamustine,tinostamustine,100.0,,2.0
7514,ph94b nasal spray,ph94b,100.0,,3.0
7515,naproxcinod  bid,naproxcinod,100.0,,3.0
7525,eleclazine,eleclazine,100.0,,3.0
7532,tamibarotene,tamibarotene,100.0,2005.0,4.0
7535,zio-101 (darinaparsin),darinaparsin,92.3076923076923,,2.0
7541,filanesib,filanesib,100.0,,2.0
7549,ly3200882,ly-3200882,94.73684210526316,,1.0
7551,tba-7371,tba-7371,100.0,,2.0
7556,gdc-0134 f09 formulation,gdc-0134,100.0,,
7576,evobrutinib,evobrutinib,100.0,,3.0
7589,ap1903,ap103,90.9090909090909,,
7590,poziotinib,poziotinib,100.0,,3.0
7600,adu-s100,adu-s100,100.0,,
7633,dorzagliatin,dorzagliatin,100.0,,3.0
7649,duvelisib,duvelisib,100.0,,
7655,fondaparinux,fondaparinux,100.0,2001.0,4.0
7669,kin-3248,kin-3248,100.0,,
7680,active pregnenolone,pregnenolone,100.0,,3.0
7681,mizagliflozin,mizagliflozin,100.0,,2.0
7683,bepotastine besilate,bepotastine,100.0,2009.0,4.0
7693,liposomal annamycin,annamycin,100.0,,
7702,fb825 in intravenous route,fb-825,90.9090909090909,,2.0
7703,bms-690514,bms-690514,100.0,,2.0
7707,olorofim,olorofim,100.0,,3.0
7708,intravenous gr270773- phospholipid emulsion,gr270773,94.11764705882352,,
7709,oxandrolone,oxandrolone,100.0,1964.0,4.0
7711,loratadine,loratadine,100.0,,
7728,rav12,rav12,100.0,,2.0
7730,jnj-42165279 (),jnj-42165279,100.0,,2.0
7735,esketamine,esketamine,100.0,2019.0,4.0
7740,promethazine,promethazine,100.0,1951.0,4.0
7753,sifalimumab,sifalimumab,100.0,,2.0
7755,(w/v) tempol alcohol-based gel (mts-01),tempol,100.0,,2.0
7757,semapimod,semapimod,100.0,,2.0
7762,irx-2,irx-2,100.0,,2.0
7764,oral tacrine,tacrine,100.0,1993.0,4.0
7765,lanraplenib,lanraplenib,100.0,,2.0
7772,emactuzumab,emactuzumab,100.0,,3.0
7798,ebt-101,et-101,92.3076923076923,,
7802,cenersen,cenersen,100.0,,2.0
7815,sufentanil nanotab,sufentanil,100.0,1984.0,4.0
7817,masoprocol,masoprocol,100.0,1992.0,4.0
7821,methoxsalen,methoxsalen,100.0,1954.0,4.0
7824,pf-06700841,pf-06700841,100.0,,
7833,darolutamide,darolutamide,100.0,2019.0,4.0
7835,lorlatinib,lorlatinib,100.0,2018.0,4.0
7839,milvexian,milvexian,100.0,,3.0
7847,aro-apoc3,aro-apoc3,100.0,,3.0
7851,mobocertinib,mobocertinib,100.0,2021.0,4.0
7864,fosaprepitant,fosaprepitant,100.0,2008.0,4.0
7866,soy isoflavone nutritional supplements,isoflavone,100.0,,
7891,cn-105,cn-105,100.0,,2.0
7898,diacerein  ointment,diacerein,100.0,,4.0
7910,cxa-10,cxa-10,100.0,,2.0
7912,cudc-101,cudc-101,100.0,,1.0
7920,nonoxynol-9,nonoxynol-9,100.0,,4.0
7925,ctx110,ctx110,100.0,,
7927,ceftibuten,ceftibuten,100.0,1995.0,4.0
7935,phase i: x-396 (ensartinib),x-396,100.0,,
7952,patupilone,patupilone,100.0,,
7956,etrasimod,etrasimod,100.0,2023.0,4.0
7966,cer-001,cer-001,100.0,,
7967,fulranumab,fulranumab,100.0,,3.0
7970,cabiralizumab,cabiralizumab,100.0,,2.0
7973,serpinpc,serpinpc,100.0,,
7980,roluperidone,roluperidone,100.0,,3.0
7983,etokimab,etokimab,100.0,,2.0
7987,cetrizine,cetirizine,94.73684210526316,1995.0,4.0
7988,olezarsen,olezarsen,100.0,,3.0
8008,ginsenoside re,ginsenosides,95.65217391304348,,
8013,pamiparib,pamiparib,100.0,,
8014,tipiracil,tipiracil,100.0,2015.0,4.0
8016,ter-101,tern-101,93.33333333333333,,2.0
8021,viagenpumatucel-l,viagenpumatucel-l,100.0,,2.0
8026,enoblituzumab,enoblituzumab,100.0,,2.0
8043,telaglenastat,telaglenastat,100.0,,1.0
8050,rimegepant,rimegepant,100.0,2020.0,4.0
8052,bexicaserin,bexicaserin,100.0,,2.0
8058,atyr1940,atyr-1940,94.11764705882352,,1.0
8059,urodilatin (ularitide,ularitide,94.73684210526316,,3.0
8072,perfosfamide,perfosfamide,100.0,,2.0
8073,v116517  tablets,v116517,100.0,,
8080,brensocatib,brensocatib,100.0,,3.0
8089,phosphorus supplement,phosphorus,100.0,1987.0,4.0
8092,momelotinib,momelotinib,100.0,2023.0,4.0
8094,dapivirine 4789,dapivirine,100.0,,3.0
8096,gti-2040,gti-2040,100.0,,2.0
8100,aleglitazar,aleglitazar,100.0,,3.0
8109,istaroxime,istaroxime,100.0,,
8126,epcoritamab,epcoritamab,100.0,2023.0,4.0
8127,custirsen sodium,custirsen,100.0,,3.0
8133,"uk-390,957",uk-390957,94.73684210526316,,2.0
8137,skl27969,skl-27969,94.11764705882352,,1.0
8146,dopamine,dopamine,100.0,1974.0,4.0
8160,tanespimycin,tanespimycin,100.0,,
8167,daprodustat,daprodustat,100.0,2023.0,4.0
8179,pf-05175157,pf-05175157,100.0,,2.0
8185,mibefradil,mibefradil,100.0,1997.0,4.0
8225,atrasentan,atrasentan,100.0,,3.0
8234,ly2608204,ly-2608204,94.73684210526316,,2.0
8247,acoramidis,acoramidis,100.0,,1.0
8253,siplizumab,siplizumab,100.0,,2.0
8260,naldemedine,naldemedine,100.0,2017.0,4.0
8269,rivipansel,rivipansel,100.0,,3.0
8275,telithromycin,telithromycin,100.0,2001.0,4.0
8276,maralixibat,maralixibat,100.0,2021.0,4.0
8279,asciminib,asciminib,100.0,2021.0,4.0
8280,beraprost sodium modified release,beraprost,100.0,,3.0
8291,tirasemtiv,tirasemtiv,100.0,,3.0
8309,enobosarm,enobosarm,100.0,,3.0
8317,l-phenylalanine mustard,d-phenylalanine,93.33333333333333,,
8319,muromonab,muromonab,100.0,1986.0,4.0
8321,peficitinib,peficitinib,100.0,2019.0,4.0
8331,topical pexiganan cream,pexiganan,100.0,,3.0
8342,denenicokin,denenicokin,100.0,,2.0
8351,tezepelumab,tezepelumab,100.0,2021.0,4.0
8352,condoliase,condoliase,100.0,,3.0
8353,tesevatinib,tesevatinib,100.0,,3.0
8361,gdc-0425,gdc-0425,100.0,,
8365,prx-100,prtx-100,93.33333333333333,,2.0
8367,ir viloxazine,viloxazine,100.0,2021.0,4.0
8369,guadecitabine,guadecitabine,100.0,,3.0
8376,danavorexton,danavorexton,100.0,,2.0
8382,telavancin,telavancin,100.0,2009.0,4.0
8390,abrilumab,abrilumab,100.0,,2.0
8394,zilovertamab vedotin,zilovertamab,100.0,,3.0
8413,vigabatrin,vigabatrin,100.0,2009.0,4.0
8452,ecallantide subcutaneous dosing,ecallantide,100.0,2009.0,4.0
8460,glycine,glycine,100.0,,4.0
8463,mp-101 (,amp-101,92.3076923076923,,
8464,opium tincture (ot)),opium,100.0,,3.0
8470,artesunate ointment,artesunate,100.0,2020.0,4.0
8471,etripamil ns,etripamil,100.0,,3.0
8473,galantamine,galantamine,100.0,2001.0,4.0
8474,travoprost intraocular implant,travoprost,100.0,2001.0,4.0
8481,krn5500,krn-5500,93.33333333333333,,
8497,plx-pad,plx-pad,100.0,,1.0
8498,forodesine,forodesine,100.0,,2.0
8504,pac-1,pac-1,100.0,,
8509,peresolimab,peresolimab,100.0,,2.0
8520,tirapazamine,tirapazamine,100.0,,3.0
8528,imsidolimab,imsidolimab,100.0,,3.0
8531,merestinib,merestinib,100.0,,2.0
8541,varespladib,varespladib,100.0,,3.0
8551,dalbavancin,dalbavancin,100.0,2014.0,4.0
8552,cefadroxil,cefadroxil,100.0,1978.0,4.0
8553,cta018 injection,cta018,100.0,,2.0
8574,cinacalcet,cinacalcet,100.0,2004.0,4.0
8580,obp-801,obp-801,100.0,,1.0
8600,zyesami™ (aviptadil acetate),aviptadil,94.73684210526316,,3.0
8603,sipuleucel-t,sipuleucel-t,100.0,,4.0
8608,ocriplasmin,ocriplasmin,100.0,2010.0,4.0
8641,fisetin,fisetin,100.0,,2.0
8646,pradigastat (lcq908),pradigastat,100.0,,2.0
8648,tp-271,tp-271,100.0,,1.0
8649,perindopril,perindopril,100.0,1993.0,4.0
8652,tomivosertib (eft-508),tomivosertib,100.0,,2.0
8664,polyglutamate camptothecin,camptothecin,100.0,,-1.0
8666,terpinen-4-ol,terpinen-4-ol,100.0,,
8670,etx2514 and sulbactam,sulbactam,100.0,1986.0,4.0
8683,azd8418,azd-8418,93.33333333333333,,1.0
8687,articaine injection,articaine,100.0,,
8688,relatlimab,relatlimab,100.0,2022.0,4.0
8694,invac-1,invac-1,100.0,,2.0
8700,regular insulin + pramlintide,pramlintide,100.0,2005.0,4.0
8714,aquavan® (fospropofol disodium) injection,fospropofol,95.65217391304348,2008.0,4.0
8719,palifosfamide,palifosfamide,100.0,,-1.0
8721,cere-120 (adeno-associated virus serotype 2 [aav2]-neurturin [ntn]),cere-120,100.0,,
8729,nizatidine (axid),nizatidine,100.0,1988.0,4.0
8736,etodolac,etodolac,100.0,1991.0,4.0
8742,paromomycin +gentamicin topical cream,paromomycin,100.0,1969.0,4.0
8752,labetalol,labetalol,100.0,1984.0,4.0
8753,desoximetasone  once daily,desoximetasone,100.0,1977.0,4.0
8760,peppermint oil,peppermint,100.0,,3.0
8761,coconut oil,coconut,100.0,,4.0
8770,namilumab,namilumab,100.0,,2.0
8771,secnidazole,secnidazole,100.0,2017.0,4.0
8773,vopratelimab,vopratelimab,100.0,,2.0
8784,sarizotan low dose,sarizotan,100.0,,3.0
8789,abt-510,abt-510,100.0,,2.0
8792,balovaptan,balovaptan,100.0,,3.0
8810,osilodrostat,osilodrostat,100.0,2020.0,4.0
8818,doxercalciferol,doxercalciferol,100.0,1999.0,4.0
8826,taribavirin,taribavirin,100.0,,3.0
8829,xl844,xl844,100.0,,1.0
8830,galiximab,galiximab,100.0,,3.0
8844,radioactive iodine-labeled monoclonal antibody omburtamab,omburtamab,100.0,,2.0
8886,tak-071,tak-071,100.0,,2.0
8901,ve303,ve303,100.0,,
8912,hydrogen,hydrogen,100.0,2017.0,4.0
8924,idasanutlin,idasanutlin,100.0,,3.0
8943,iniparib,iniparib,100.0,,3.0
8946,ataciguat (hmr1766),ataciguat,100.0,,2.0
8963,hypericin,hypericin,100.0,,
8965,rexlemestrocel-l,rexlemestrocel-l,100.0,,3.0
8978,tigulixostat,tigulixostat,100.0,,3.0
8979,nanatinostat in combination with valganciclovir,nanatinostat,100.0,,2.0
8991,bms-582949,bms-582949,100.0,,2.0
8995,arhalofenate,arhalofenate,100.0,,2.0
9019,rocuronium,rocuronium,100.0,1994.0,4.0
9028,ff-10501-01,ff-10501-01,100.0,,
9036,quarfloxin,quarfloxin,100.0,,2.0
9038,biib021,biib021,100.0,,2.0
9055,abbv-744,abbv-744,100.0,,1.0
9072,elafin,elafin,100.0,,2.0
9078,qr-333,qr-333,100.0,,
9092,udonitrectag,udonitrectag,100.0,,2.0
9096,spleen tyrosine kinase inhibitor tak-659,tyrosine,100.0,,
9134,nirsevimab,nirsevimab,100.0,2022.0,4.0
9137,anx005,anx-005,92.3076923076923,,3.0
9171,avotermin,avotermin,100.0,,3.0
9175,iodixanol,iodixanol,100.0,1996.0,4.0
9179,motrin,morin,90.9090909090909,,
9182,telotristat etiprate,telotristat,100.0,2017.0,4.0
9188,gdc-0810,gdc-0810,100.0,,
9201,larotaxel (rpr109881,larotaxel,100.0,,3.0
9228,ro6870810,ro-6870810,94.73684210526316,,1.0
9234,abt-384,abt-384,100.0,,2.0
9238,pco371,pco-371,92.3076923076923,,1.0
9269,monalizumab,monalizumab,100.0,,3.0
9277,dexmecamylamine,dexmecamylamine,100.0,,3.0
9278,imlunestrant,imlunestrant,100.0,,1.0
9294,pimodivir,pimodivir,100.0,,-1.0
9300,ultevursen,ultevursen,100.0,,2.0
9303,ioforminol 160 mgi/ml,ioforminol,100.0,,2.0
9306,oteseconazole (vt-1161)  capsule,oteseconazole,100.0,2022.0,4.0
9319,farletuzumab,farletuzumab,100.0,,3.0
9329,vabicaserin,vabicaserin,100.0,,2.0
9338,mb07803,mb-07803,93.33333333333333,,2.0
9351,cidofovir,cidofovir,100.0,1996.0,4.0
9363,laquinimod,laquinimod,100.0,,3.0
9364,tinidazole,tinidazole,100.0,2004.0,4.0
9385,aeg35156,aeg35156,100.0,,
9386,pelacarsen,pelacarsen,100.0,,3.0
9390,abx464,abx-464,92.3076923076923,,3.0
9391,azd7762,azd-7762,93.33333333333333,,1.0
9400,caspofungin,caspofungin,100.0,,
9401,neramexane,neramexane,100.0,,3.0
9406,a-dmdt390-bisfv(ucht1),a-dmdt390-bisfv(ucht1),100.0,,2.0
9407,givosiran,givosiran,100.0,,3.0
9419,fruquintinib,fruquintinib,100.0,2023.0,4.0
9421,betaine,betaine,100.0,1996.0,4.0
9423,prazosin,prazosin,100.0,1976.0,4.0
9424,loteprednol etabonate gel (bid),loteprednol,100.0,,3.0
9450,basmisanil,basmisanil,100.0,,2.0
9451,flumazenil and gabapentin,flumazenil,100.0,,
9455,ensifentrine,ensifentrine,100.0,,3.0
9482,isoniazid,isoniazid,100.0,1952.0,4.0
9488,matuzumab,matuzumab,100.0,,2.0
9494,np-g2-044,np-g2-044,100.0,,1.0
9500,sevoflurane inhalant product,sevoflurane,100.0,1995.0,4.0
9507,buckwheat honey,buckwheat,100.0,,
9511,carlumab,carlumab,100.0,,2.0
9532,ly2874455,ly-2874455,94.73684210526316,,1.0
9536,miglustat  oral capsule,miglustat,100.0,,
9537,samalizumab,samalizumab,100.0,,2.0
9550,lgd-6972 solution,lgd-6972,100.0,,2.0
9554,laromustine,laromustine,100.0,,3.0
9558,gi-5005,gi-5005,100.0,,
9584,rp-l201,rp-l201,100.0,,
9593,ombrabulin (ave8062),ombrabulin,100.0,,3.0
9605,dutogliptin,dutogliptin,100.0,,3.0
9609,mbl-hcv1,mbl-hcv1,100.0,,2.0
9622,zinc dtpa,zinc,100.0,2006.0,4.0
9625,pnb01 fixed dose combination of pipamperone and citalopram,pipamperone,100.0,,3.0
9632,maplirpacept,maplirpacept,100.0,,2.0
9633,vorolanib,vorolanib,100.0,,2.0
9643,gpi-0100,gpi-0100,100.0,,2.0
9650,piperacillin,piperacillin,100.0,1981.0,4.0
9653,tzp-102,tzp-102,100.0,,2.0
9658,hesperidin,hesperidin,100.0,,3.0
9661,nxn-188,nxn-188,100.0,,
9669,doxapram hydrochloride,doxapram,100.0,1965.0,4.0
9672,satralizumab,satralizumab,100.0,2020.0,4.0
9678,glembatumumab vedotin and cdx-301,cdx-301,100.0,,2.0
9684,terameprocol (em-1421),terameprocol,100.0,,2.0
9697,azd8055,azd-8055,93.33333333333333,,1.0
9722,fosmanogepix,fosmanogepix,100.0,,2.0
9733,fedovapagon,fedovapagon,100.0,,2.0
9736,reserpine,reserpine,100.0,1960.0,4.0
9760,enpatoran low dose,enpatoran,100.0,,2.0
9769,n-methanocarbathymidine,north-methanocarbathymidine,92.0,,1.0
9772,apx3330,apx-3330,93.33333333333333,,2.0
9773,donanemab,donanemab,100.0,,3.0
9792,arfolitixorin,folitixorin,91.66666666666666,,3.0
9793,v590,v590,100.0,,
9795,cdx-1135,cdx-1135,100.0,,1.0
9805,mas825,mas825,100.0,,2.0
9847,margetuximab,margetuximab,100.0,2020.0,4.0
9848,tebotelimab,tebotelimab,100.0,,2.0
9849,idraparinux sodium,idraparinux,100.0,,3.0
